label,label_noisy,city,ground_elevation_m,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,pressure_relative_to_surface_hpa,mag_variance_total,magnetic_field_mean,magnetic_field_delta,gnss_accuracy_m,gps_accuracy_delta,gps_lost_ratio,time_of_day,weather_condition
street_level,False,LIS,70.7,1005.361,-0.0454,0.00644,0.213,0.5039028930170844,0.017431,40.0886,0.0641,11.55,4.3,0.006,afternoon,clear
underground,False,LIS,14.3,1011.114,-0.3153,0.005604,-2.73,-0.43278898510118324,0.831256,127.2349,-13.8228,36.85,50.37,0.99,evening,overcast
street_level,False,OPO,46.3,1008.839,-0.1565,0.018876,3.754,1.0932278171892449,0.041653,49.4423,-0.1101,2.68,1.78,0.024,morning,clear
street_level,False,LIS,2.5,1012.907,0.3064,0.038031,-3.062,-0.04502911551333,0.039789,37.3201,2.1109,9.9,1.47,0.014,afternoon,rain
street_level,False,LIS,6.0,1014.403,-0.1598,0.035245,3.348,1.8679829175177929,0.027041,53.1796,-0.5662,18.96,11.86,0.098,evening,clear
underground,False,OPO,27.0,1010.705,-0.0922,0.065932,-4.568,0.6684524030387138,0.4217,82.2787,6.958,,71.72,0.815,night,rain
above,False,LIS,45.8,1006.225,0.1094,0.045601,1.598,-1.5800530894193798,0.125835,44.1952,10.3998,17.01,4.93,0.206,afternoon,clear
underground,False,LIS,14.2,1015.585,-0.0804,0.127091,-2.938,4.026310394436678,0.448166,73.5676,10.0653,172.82,68.35,0.946,afternoon,rain
street_level,False,OPO,32.7,1007.834,0.0209,0.028758,-1.34,-1.5254560211214994,0.051837,38.9125,3.1633,25.5,3.46,0.088,morning,clear
street_level,False,OPO,10.3,1011.596,0.1122,0.013082,0.557,-0.42692302619946076,0.056274,49.9537,-6.4812,8.56,1.4,0.016,evening,clear
street_level,False,LIS,68.7,1005.939,0.1688,0.010283,-0.991,0.8454381106967048,0.068221,49.931,-1.4392,2.16,2.25,0.034,night,overcast
street_level,False,OPO,14.5,1010.837,0.2058,0.018514,0.088,-0.6859881641947823,0.052539,49.3017,-1.2355,21.95,11.9,0.077,morning,rain
street_level,False,LIS,47.0,1006.266,-0.0324,0.008901,0.65,-1.3967847716889992,0.037005,45.4858,-2.3715,5.95,4.0,0.018,evening,overcast
above,False,OPO,111.8,998.634,-0.148,0.085004,0.619,-1.3760454002649567,0.080718,63.5249,-5.5747,39.04,29.55,0.43,morning,overcast
underground,False,LIS,58.2,1007.076,-0.2125,0.071688,-0.528,0.7400847681028608,0.426783,62.1272,3.7771,159.93,23.74,0.93,night,clear
street_level,False,LIS,62.4,1005.608,0.1786,0.035121,-0.891,-0.23078972666917252,0.084197,51.6377,1.5752,6.01,2.18,0.036,afternoon,overcast
street_level,False,LIS,41.1,1008.634,-0.1102,0.027244,0.104,0.2715359053258908,0.036125,41.3705,0.7242,6.52,2.4,0.039,night,clear
underground,False,LIS,11.9,1015.247,-0.0511,0.094943,-8.02,3.4145574782307904,0.309515,101.2743,-2.1936,137.91,55.75,0.978,evening,overcast
street_level,False,OPO,4.8,1013.406,0.1598,0.012493,-1.727,0.7280267066697661,0.01505,74.0506,4.4954,1.13,1.7,0.026,evening,overcast
above,True,OPO,30.3,1011.032,-0.1868,0.142848,-5.108,1.3875081293051608,0.285926,104.7858,-12.1469,82.66,,0.906,night,rain
street_level,False,LIS,25.7,1010.236,0.1,0.010967,-2.189,0.044964411684532024,0.018144,54.9421,3.4281,3.4,2.02,0.025,afternoon,clear
above,True,OPO,31.0,1012.111,-0.0073,0.03137,0.613,2.5496518991393486,0.023893,39.9138,-1.1231,12.46,4.77,0.111,afternoon,clear
street_level,False,LIS,45.0,1007.108,0.0475,0.037978,1.135,-0.7919097934851607,0.00749,45.6871,-2.5702,6.02,4.55,0.014,night,clear
above,False,LIS,27.9,1009.652,0.1001,0.033141,3.373,-0.2776082123417609,0.236588,64.3967,5.2748,54.09,17.3,0.696,evening,clear
underground,False,LIS,26.7,1010.435,-0.2172,0.079659,-2.46,0.36280342520410613,1.119052,159.3606,10.0295,54.37,67.37,0.848,morning,clear
street_level,False,LIS,36.6,1008.563,0.1227,0.000514,0.304,-0.3334443815048189,0.036631,36.0678,-0.4489,7.24,1.13,0.044,morning,rain
street_level,False,LIS,26.9,1010.013,-0.0852,0.027668,0.587,-0.03543044977311638,0.069871,32.5057,0.1167,8.52,1.26,0.024,evening,clear
underground,False,LIS,28.2,1011.567,0.0965,0.027054,-2.615,1.6730357330511652,0.410454,119.7377,-5.5239,147.64,67.84,0.939,morning,clear
underground,False,LIS,111.4,1000.786,-0.0747,0.06503,-1.891,0.72889419618582,0.237288,69.9485,-22.3374,132.18,41.58,0.904,afternoon,clear
street_level,False,OPO,87.1,1002.309,-0.0085,0.033633,-1.708,-0.6111831551272644,0.050601,48.5152,-2.6726,5.2,1.23,0.0,afternoon,clear
street_level,False,LIS,0.8,1012.659,0.2317,0.03046,-2.556,-0.49563978172773204,0.059734,52.8683,-0.9568,10.71,12.38,0.009,morning,clear
street_level,False,LIS,4.4,1012.477,0.0783,0.000554,-0.486,-0.24862984868946114,0.042512,50.935,-3.2911,2.99,2.08,0.018,evening,clear
street_level,False,OPO,17.6,1011.373,0.1009,0.012831,0.587,0.21885295637252966,0.015765,49.3117,-4.3744,10.32,1.15,0.001,afternoon,overcast
underground,False,OPO,91.9,1002.763,0.2716,0.047759,-5.049,0.4090118899484878,1.057602,,-23.6514,23.09,79.02,0.941,night,rain
underground,False,OPO,22.3,1011.464,0.2217,0.077715,-3.993,0.8688071713900172,0.310754,94.0139,-15.7254,62.34,24.98,0.828,night,clear
underground,False,OPO,28.9,1010.16,-0.1467,0.094244,-4.575,0.34920004682487615,0.48594,94.125,-13.5765,31.05,10.62,0.999,afternoon,clear
underground,False,OPO,25.4,1009.809,-0.2291,0.071401,-5.332,-0.41769001876366474,0.320821,100.2908,11.3828,64.86,37.46,0.83,night,clear
underground,False,OPO,157.0,995.184,-0.1691,0.104228,-3.774,0.4775412777839847,0.030217,74.0744,1.9751,141.97,50.0,0.935,afternoon,clear
street_level,False,OPO,32.2,1009.053,0.0989,0.031323,1.837,-0.36583185310064437,0.015602,57.2354,1.0095,4.77,2.5,0.0,evening,clear
street_level,False,OPO,21.1,1010.102,0.3033,0.019105,-0.492,-0.6358751625842842,0.051886,76.0291,5.662,22.72,14.04,0.0,night,overcast
street_level,False,OPO,32.1,1009.927,-0.0112,0.042582,1.225,0.4962925613741618,0.032958,37.7035,2.0322,4.72,1.87,0.01,afternoon,clear
street_level,False,OPO,29.0,1008.939,0.0734,0.011872,2.206,-0.8599198959996102,0.076583,49.2752,2.5242,10.03,4.14,0.04,night,clear
underground,False,LIS,39.2,1008.375,0.1192,0.062854,-2.461,-0.21288795661178028,0.240235,95.6564,-15.1832,80.97,25.79,0.914,morning,rain
street_level,False,LIS,5.4,1010.616,-0.0048,0.017341,-0.25,-1.9904926651496453,0.056504,43.2188,2.8668,5.15,1.94,0.022,night,clear
underground,False,OPO,21.8,1012.534,,0.024064,-3.141,1.8793586468723333,0.497532,63.7249,-1.8815,152.58,14.11,0.945,morning,clear
street_level,False,OPO,59.7,1006.858,0.0517,0.010128,0.19,0.6996577903572643,0.090211,39.2826,1.0046,5.49,1.64,0.039,night,overcast
street_level,False,OPO,95.0,1000.575,-0.1589,0.006017,-1.779,-1.4134903680273965,0.047745,37.1638,-0.9999,5.37,3.35,0.009,evening,rain
street_level,False,LIS,14.1,1010.934,0.0529,0.021346,1.379,-0.6365903660337153,0.046125,48.8221,-0.7163,7.63,2.5,0.004,night,overcast
underground,False,LIS,16.4,1012.45,-0.0929,0.028979,-5.985,1.1530917056446697,0.483629,112.327,2.8777,32.6,11.49,0.898,evening,clear
underground,False,OPO,41.8,1011.273,-0.0978,0.047465,-5.027,2.993574100749356,0.447077,123.5587,8.9753,73.59,17.59,0.94,afternoon,clear
street_level,False,OPO,7.8,1011.296,-0.2278,0.001869,0.279,-1.024620603998983,0.044844,62.5037,0.2858,10.29,11.53,0.029,morning,overcast
underground,False,LIS,28.4,1009.96,0.2515,0.08237,-3.396,0.0897976644218943,0.484519,72.9729,-5.7338,182.13,25.94,0.88,night,clear
street_level,False,OPO,24.6,1011.382,-0.1951,0.012973,0.241,1.0602253476749866,0.024423,40.0763,-0.432,18.53,8.7,0.109,evening,overcast
street_level,False,OPO,50.3,1007.096,-0.088,0.011156,-2.557,-0.1756504450598868,0.045511,40.6763,-1.6472,23.03,5.34,0.086,night,overcast
street_level,False,LIS,22.0,1011.555,0.0266,0.035296,1.436,0.9241384763167844,0.06528,40.0327,-4.5037,5.95,2.81,0.0,evening,clear
underground,False,LIS,57.1,1008.778,0.0844,0.172582,-3.794,2.311844634304748,0.484298,53.1014,-0.7963,165.87,16.13,0.944,morning,rain
street_level,False,LIS,29.0,1010.216,0.0897,0.020071,-0.144,0.4170801040004335,0.032278,56.4558,-0.3834,4.81,4.0,0.025,night,clear
street_level,False,LIS,8.7,1011.036,0.0904,0.005189,1.679,-1.177439389158394,0.06901,31.033,-0.2514,14.26,2.84,0.127,evening,overcast
underground,False,OPO,9.4,1012.322,0.1464,0.16304,-6.238,0.19191593234859283,0.017659,76.015,-15.1839,85.12,73.79,0.992,night,clear
street_level,False,LIS,22.1,1009.941,-0.0872,0.019025,-2.36,-0.677971818781316,0.07474,74.4485,2.744,6.08,3.09,0.05,afternoon,clear
street_level,False,OPO,2.4,1013.47,-0.0991,0.006534,1.034,0.5060537316903719,0.044595,46.6232,0.4087,20.06,9.94,0.134,afternoon,clear
underground,False,LIS,95.9,1003.589,-0.1076,0.090793,-2.7,1.7065969144681503,0.319657,72.4936,16.4916,56.49,22.3,0.957,night,clear
street_level,False,OPO,142.4,997.921,-0.1792,0.035501,-1.088,1.5045184671665766,0.010092,,1.0293,17.8,14.46,0.068,night,rain
street_level,False,OPO,11.5,1009.627,0.0146,0.016142,2.211,-2.2530592865089147,0.035709,63.1134,-1.7315,1.48,3.56,0.015,evening,clear
underground,False,LIS,89.0,1006.871,-0.2128,0.109213,-7.857,4.174973949674154,0.14117,109.7232,-3.6383,152.12,58.71,0.917,afternoon,rain
street_level,False,OPO,19.3,1012.141,-0.1116,0.020501,-0.453,1.189063564046478,0.053559,48.0672,-3.3648,2.96,1.36,0.03,evening,clear
street_level,False,LIS,75.2,1003.145,-0.0226,0.027188,0.225,-1.1802547321533439,0.026254,39.6835,1.8591,10.32,9.07,0.088,afternoon,clear
above,False,LIS,25.0,1006.899,0.0134,0.099567,9.488,-3.3752312169015113,0.119936,49.5265,3.2726,58.38,15.17,0.557,morning,overcast
underground,False,LIS,25.3,1010.626,-0.1107,0.06944,-1.349,0.3874248914416967,0.800467,133.6754,-9.9335,40.55,71.46,0.88,afternoon,clear
street_level,False,OPO,22.1,1011.626,0.105,0.019045,-0.684,1.0070281812186295,0.025898,50.5343,2.3005,26.45,4.68,0.091,evening,clear
street_level,False,OPO,66.5,1006.332,0.1178,0.00952,-0.349,0.9782625792972794,0.027462,55.8884,-5.1132,24.28,11.94,0.144,evening,clear
street_level,False,LIS,26.5,1011.296,0.0604,0.032403,-0.675,1.200036740971882,0.058026,35.7669,-0.5062,4.49,0.0,0.026,afternoon,overcast
underground,False,OPO,77.1,1003.745,-0.1364,0.071426,-2.128,-0.3557835876285935,0.450458,68.3565,16.3623,33.61,38.41,0.805,night,clear
street_level,False,LIS,48.0,1008.421,0.0166,0.017608,-0.325,0.8767568180538774,0.011597,50.0608,-2.7265,6.2,2.95,0.017,afternoon,clear
above,False,OPO,10.6,1010.354,0.1892,0.062569,2.37,-1.6332052004108846,0.156571,65.0666,-5.6005,,8.73,0.098,evening,overcast
underground,False,LIS,11.9,1010.564,-0.0803,0.088494,-0.546,-1.2684425217692024,0.264451,100.9587,14.2493,171.85,14.72,0.909,night,overcast
above,False,LIS,64.9,1005.593,0.0513,0.075947,1.455,0.05000171061271885,0.238055,73.7972,9.2334,13.27,5.48,0.27,morning,clear
street_level,False,OPO,39.7,1007.519,0.0513,0.01295,-2.091,-1.0095610022477786,0.030673,42.9349,-0.4498,22.67,7.21,0.101,morning,clear
street_level,False,OPO,100.2,1001.053,0.0049,0.031614,1.078,-0.32269663582042085,0.078258,42.3397,2.0829,16.85,11.98,0.132,night,rain
street_level,False,OPO,57.8,1006.866,-0.0361,0.034087,1.2,0.48272666955710974,0.064095,47.3601,0.3201,7.99,3.57,0.032,afternoon,overcast
underground,False,OPO,15.6,1012.504,,0.028446,-6.517,1.1119063409171304,0.580181,90.8763,7.2344,36.92,19.54,0.949,morning,overcast
above,False,LIS,1.7,1011.841,-0.0252,0.10337,5.519,-1.2063702636490916,0.031582,50.5662,4.0291,,9.76,0.172,morning,rain
underground,False,OPO,121.8,1000.96,-0.2423,0.089528,-8.02,2.12574522892578,0.731113,86.3706,-1.4422,201.8,67.21,0.863,evening,overcast
underground,False,OPO,49.5,1010.834,-0.0127,0.153082,-8.915,3.46754305583886,0.296917,64.7173,-0.7474,140.61,61.9,0.842,evening,overcast
underground,False,OPO,21.8,1012.377,-0.1093,0.136143,-2.229,1.7223586468722942,0.331265,75.7271,5.7856,108.35,80.86,0.903,morning,clear
underground,False,LIS,13.3,1013.697,-0.2298,0.087476,-3.803,2.0311985097139313,0.449531,86.5603,16.1279,46.05,64.97,0.877,night,clear
underground,False,LIS,28.3,1012.512,-0.2003,0.063882,-1.955,2.6299167686245255,0.186769,74.6178,10.4425,132.4,22.15,0.818,evening,clear
underground,False,LIS,56.3,1007.987,0.0833,0.023653,-2.312,1.426113950072704,0.565132,99.7674,1.4218,12.12,39.87,0.998,evening,clear
street_level,False,OPO,38.7,1009.028,-0.1507,0.029136,-4.197,0.38078159910071463,0.028965,57.3505,-5.8158,11.44,10.31,0.131,evening,clear
street_level,False,LIS,24.5,1009.249,0.1844,0.027495,-2.111,-1.0846608607690769,0.068622,40.8105,-0.8738,7.38,3.19,0.03,night,overcast
underground,False,OPO,135.8,1000.372,0.1614,0.037255,-2.52,3.181529924840902,0.279849,98.5316,8.3658,80.53,81.19,0.895,night,clear
above,False,LIS,32.7,1008.907,0.0786,0.070745,1.033,-0.4524560211214066,0.146917,55.8741,1.0161,52.42,29.08,0.314,evening,clear
street_level,False,LIS,15.2,1011.161,-0.1157,0.013443,-1.667,-0.2786897010356597,0.051896,53.5626,6.2547,8.53,1.55,0.023,morning,rain
street_level,False,LIS,116.8,999.88,-0.0527,0.003263,2.195,0.45802282471197486,0.042411,43.8214,3.2444,4.42,0.22,0.017,night,clear
underground,False,OPO,137.7,997.449,-0.142,0.061549,-2.145,0.4814064133809097,1.134989,159.2346,-6.393,53.56,51.98,0.907,afternoon,overcast
underground,False,OPO,30.7,1010.216,0.1059,0.122548,-5.694,0.6190196933475818,0.707047,151.1121,-7.5843,113.66,64.1,0.886,afternoon,clear
street_level,False,OPO,120.1,1000.381,-0.1099,0.016431,0.088,1.3469583999545875,0.027383,37.6756,-1.7382,8.09,1.25,0.016,morning,clear
underground,False,OPO,129.3,998.384,-0.1945,0.040831,-2.606,0.4306808661414152,0.044899,74.6092,-10.4841,53.99,25.63,0.921,evening,clear
street_level,False,OPO,0.3,1014.611,0.2853,0.027078,0.27,1.3967611336232721,0.032286,50.2854,-3.1193,8.31,-0.2,0.002,morning,clear
above,False,LIS,28.4,1007.848,0.1028,0.033212,1.493,-2.0222023355781857,0.242181,68.6271,0.4099,16.39,2.48,0.151,night,overcast
street_level,False,LIS,88.2,1001.846,0.1582,0.011558,-0.011,-0.9444018821588998,0.055552,42.1257,-1.7397,2.14,0.66,0.045,afternoon,clear
street_level,False,OPO,43.6,1007.59,0.0059,0.010602,1.975,-0.4759305093699595,0.028184,72.1639,2.4553,19.52,9.69,0.143,afternoon,overcast
street_level,False,OPO,23.4,1009.123,0.0752,0.02486,0.422,-1.3414183833610878,0.045668,33.9484,-0.0531,15.32,5.46,0.11,evening,clear
above,False,LIS,22.8,1010.046,0.109,0.075564,3.862,-0.4897478009615952,0.139166,60.6264,-5.1121,47.06,11.93,0.583,afternoon,rain
street_level,False,LIS,17.0,1011.715,-0.3869,0.037475,0.887,0.48947485032476834,0.012622,29.9452,-1.771,8.65,8.94,0.118,morning,overcast
above,False,OPO,4.1,1009.597,0.1794,0.060023,5.644,-3.1643737369843166,0.225485,59.9347,3.0421,47.66,35.37,0.423,afternoon,overcast
street_level,False,OPO,3.7,1014.662,-0.132,0.024834,1.206,1.8529657828372592,0.050705,27.722,1.0596,2.25,3.11,0.033,afternoon,clear
underground,False,LIS,34.9,1012.056,-0.1602,0.134606,-5.027,2.957756150344835,0.280435,71.1399,2.8078,73.02,13.25,0.988,evening,clear
above,False,OPO,135.4,995.848,0.2304,0.083889,6.835,-1.3893977896885872,0.20738,62.2641,-7.4861,26.73,5.76,0.3,evening,overcast
street_level,False,LIS,23.3,1011.496,-0.1101,0.017034,0.114,1.0196937300233913,0.064953,49.3594,-1.6768,5.59,1.17,0.02,evening,overcast
street_level,False,LIS,4.5,1013.979,0.0793,0.006758,-1.515,1.2652845004006394,0.02097,31.3706,1.379,4.76,3.66,0.047,morning,overcast
underground,False,LIS,5.4,1014.487,-0.1263,0.072813,-7.495,1.8805073348503356,0.616402,59.1943,4.4157,158.5,34.43,0.99,night,rain
above,False,OPO,20.2,1009.25,0.157,0.060767,6.308,-1.5949001329410066,0.176478,41.2187,-1.4631,21.49,5.16,0.325,morning,overcast
street_level,False,OPO,150.8,995.75,-0.1328,0.008323,1.44,0.31772600744488955,0.030176,43.9739,2.2026,6.2,3.47,0.01,afternoon,overcast
street_level,False,OPO,55.8,1007.319,0.2919,0.025739,-1.993,0.69890274469833,0.022472,51.7813,-2.6805,9.66,15.03,0.044,morning,clear
street_level,False,OPO,35.6,1007.982,0.3625,0.007245,0.9,-1.033145063099937,0.029469,48.3543,1.013,22.58,13.9,0.08,morning,clear
underground,False,LIS,21.3,1011.283,-0.1227,0.052308,-2.064,0.5689066252798511,0.454941,111.5312,-5.6009,43.2,69.66,0.825,afternoon,rain
underground,False,LIS,81.5,1006.569,-0.2215,0.074346,-3.402,2.9878517243090528,0.368741,111.2992,-12.7422,47.11,15.93,0.857,morning,overcast
above,False,LIS,50.1,1006.309,-0.2117,0.07856,0.871,-0.986351233313826,0.206113,67.5869,3.9634,18.27,16.81,0.114,evening,clear
street_level,False,OPO,42.7,1009.581,0.0188,0.046729,0.212,1.408327447038232,0.031999,47.5977,1.2185,15.67,10.28,0.101,afternoon,clear
above,False,LIS,98.9,998.688,0.0796,0.080479,4.061,-2.840859925141217,0.170674,42.9791,-1.904,14.24,11.97,0.193,afternoon,rain
underground,False,LIS,90.4,1004.419,-0.0912,0.038554,-3.645,1.8881102835405272,0.046916,125.1254,0.1013,162.34,60.61,0.92,afternoon,clear
underground,False,OPO,34.7,1008.542,-0.139,0.060756,-6.846,-0.579987617083134,1.11269,114.5,-5.0605,62.04,69.57,0.861,evening,clear
street_level,False,LIS,31.8,1009.41,-0.0544,0.002533,1.97,-0.056335033489290254,0.016832,53.2174,-2.6541,10.38,13.97,0.085,afternoon,overcast
street_level,False,OPO,27.3,1010.273,0.2177,0.029578,-0.237,0.272100122696429,0.050285,65.3109,3.1075,8.74,2.87,0.006,morning,clear
street_level,False,LIS,6.7,1013.046,-0.022,0.033345,-2.569,0.594364720803128,0.061801,78.8759,1.7909,6.46,3.3,0.018,evening,clear
street_level,False,LIS,29.1,1009.384,0.1231,0.026155,2.095,-0.40303997858859475,0.034697,44.8835,-5.0486,8.56,4.13,0.046,evening,overcast
street_level,True,OPO,5.4,1014.843,0.2519,0.163907,-4.989,2.23650733485033,0.298012,71.361,10.6104,121.18,89.13,0.915,evening,clear
above,False,OPO,113.7,997.884,0.1784,0.060242,4.412,-1.9025387241464387,0.132514,61.9877,4.6812,47.33,30.33,0.344,morning,rain
underground,False,OPO,149.7,995.455,0.0983,0.104835,-4.678,-0.10610297559082937,0.308838,58.33,-21.0797,105.27,62.31,0.865,morning,clear
street_level,False,OPO,8.9,1011.709,0.1221,0.024951,-2.307,-0.4806228825445942,0.050736,,1.5728,2.16,1.82,0.041,afternoon,rain
above,False,OPO,7.6,1009.353,0.101,0.045967,6.453,-2.9914401929485166,0.021242,58.2939,2.394,22.15,18.24,0.318,morning,clear
street_level,False,OPO,16.2,1013.639,-0.2136,0.00521,0.053,2.318296204326998,0.037291,55.725,-1.7834,4.54,2.73,0.005,evening,clear
street_level,False,OPO,114.7,999.602,0.1865,0.008247,-1.34,-0.06692369708093793,0.012389,53.7287,-2.7128,8.11,11.36,0.013,evening,clear
underground,False,LIS,42.4,1007.194,-0.1563,0.078943,-0.899,-1.0142557458104875,0.619526,78.3,-3.4437,27.52,71.84,0.924,morning,rain
street_level,False,OPO,97.4,1000.938,0.4172,0.026695,-0.085,-0.7676159078442879,0.030378,41.9391,-1.6225,7.58,2.52,0.021,afternoon,clear
underground,False,LIS,19.6,1011.116,-0.1537,0.055858,-1.463,0.1997435909753449,0.031942,107.6575,-2.6119,208.4,50.62,0.912,afternoon,clear
above,False,LIS,12.8,1009.29,-0.1719,0.068326,1.68,-2.435312993636103,0.010575,46.7574,-3.584,10.49,8.92,0.115,afternoon,rain
above,False,OPO,8.5,1012.985,0.1505,0.022938,5.042,0.7477435438328257,0.112868,45.7111,-5.5383,22.47,26.68,0.487,night,rain
street_level,False,LIS,72.9,1004.011,-0.128,0.031166,-0.563,-0.586050101148885,0.024958,64.181,1.1533,5.66,3.6,0.033,night,overcast
above,False,LIS,52.0,1007.448,0.0721,0.045967,2.107,0.37778374093909406,0.075795,53.3977,-4.1131,20.55,16.93,0.276,evening,clear
street_level,False,LIS,119.8,999.698,0.1683,0.01914,-3.403,0.6286977527138333,0.017868,60.9199,-5.5701,2.19,2.54,0.019,morning,clear
underground,False,OPO,35.7,1011.255,-0.0346,0.102734,-5.939,2.2517256334848526,0.505283,56.8861,-2.4657,137.2,71.19,0.933,night,rain
street_level,False,OPO,91.8,1001.474,-0.0048,0.009091,-0.064,-0.8917805792790432,0.054496,50.2693,-0.7049,17.3,14.94,0.026,evening,overcast
street_level,False,OPO,80.6,1002.503,-0.0896,0.024648,0.031,-1.1844154348468692,0.065583,40.5495,3.8461,7.51,1.43,0.025,evening,clear
underground,False,LIS,95.0,1002.86,-0.1483,0.030651,-7.353,0.8715096319725717,0.371738,74.2954,21.3003,191.45,26.18,0.853,afternoon,overcast
street_level,False,OPO,15.1,1009.254,-0.08,0.03711,-1.644,-2.197589061498661,0.008045,51.2287,-4.2128,5.66,3.62,0.0,night,rain
street_level,False,OPO,12.2,1011.485,-0.2637,0.041616,-1.096,-0.3117314187032889,0.042561,43.1825,0.6352,3.87,2.02,0.02,morning,clear
underground,True,OPO,3.6,1013.559,0.3831,0.008265,-2.645,0.7380503123439439,0.072248,64.5244,1.5682,5.7,2.14,0.02,night,overcast
street_level,False,LIS,28.1,1008.682,0.197,0.018333,1.064,-1.2238454422999894,0.046078,50.4554,4.542,1.34,2.77,0.013,night,rain
above,True,LIS,40.3,1007.096,0.0115,0.025159,1.497,-1.3613732634208873,0.051215,40.8365,2.439,8.4,0.49,0.001,afternoon,clear
underground,False,OPO,28.9,1008.33,-0.0505,0.063645,-4.491,-1.480799953175051,0.718463,101.6784,6.9101,18.26,37.19,0.836,evening,overcast
above,False,OPO,95.3,999.653,-0.1184,0.061148,2.253,-2.3001266924358106,0.108932,52.3739,3.6092,6.14,5.51,0.25,afternoon,clear
underground,False,LIS,107.7,998.42,0.2159,0.137032,-2.088,-2.072519538925235,0.276826,115.3365,9.6006,177.53,32.36,0.874,morning,overcast
above,False,LIS,27.6,1009.576,0.2111,0.086003,7.064,-0.3892534157786258,0.118851,56.2859,-5.8577,15.58,5.43,0.288,afternoon,overcast
street_level,False,OPO,162.3,993.547,-0.1605,0.005302,2.842,-0.5394233143754263,0.058375,38.3792,1.3353,6.49,2.42,0.0,evening,overcast
street_level,False,LIS,17.8,1011.268,-0.0647,0.018434,-2.491,0.13764453875387517,0.040917,50.5806,-1.8289,3.56,3.92,0.014,afternoon,clear
above,False,LIS,51.3,1005.157,-0.1186,0.044512,1.845,-1.9961548684134414,0.175652,49.4403,0.8689,47.46,31.38,0.585,evening,overcast
street_level,False,OPO,164.9,992.994,-0.2182,0.021286,-3.451,-0.7883963208016667,0.057647,32.4768,3.8428,9.58,9.78,0.033,morning,overcast
street_level,False,LIS,67.7,1004.495,-0.0869,0.030461,-2.502,-0.7168151466395329,0.046542,54.4973,-2.0092,5.45,3.89,0.023,night,rain
street_level,False,OPO,11.7,1011.037,0.2441,0.035694,0.706,-0.8192506240403645,0.015711,42.6442,0.3427,13.68,9.07,0.095,evening,rain
above,False,OPO,43.5,1008.155,0.1625,0.067681,0.816,0.07720982168495993,0.039367,30.584,-2.7757,31.52,15.66,0.563,afternoon,clear
street_level,False,LIS,70.7,1004.689,0.0521,0.012853,0.054,-0.1680971069829411,0.012719,32.796,1.5531,11.05,3.78,0.003,afternoon,overcast
underground,False,LIS,85.5,1002.461,-0.143,0.089281,-0.899,-0.6479858998924328,0.500558,100.5864,-5.5832,43.59,23.16,0.862,evening,clear
street_level,False,OPO,6.8,1010.138,-0.0355,0.041803,0.2,-2.3017241535532094,0.007202,,1.1958,18.75,3.32,0.078,morning,clear
street_level,False,LIS,77.4,1002.423,-0.0678,0.025471,-1.897,-1.6423453618273243,0.057041,45.7088,0.8031,10.29,12.89,0.134,afternoon,clear
above,False,LIS,112.7,1000.689,-0.0074,0.084178,5.937,0.7848324109119176,0.022221,35.4624,2.244,26.06,15.76,0.128,night,clear
underground,False,LIS,42.8,1010.258,-0.2963,0.080331,-2.661,2.0971882322400006,0.488443,83.6737,-11.6832,82.56,,0.947,afternoon,overcast
underground,False,LIS,4.1,1013.978,0.1165,0.108721,-6.349,1.2166262630156552,0.451267,123.4797,-7.8935,67.71,50.87,0.807,night,rain
street_level,False,LIS,69.5,1006.065,-0.4665,0.02135,-1.221,1.066030700329975,0.023737,32.4859,-1.0009,5.36,3.72,0.003,afternoon,overcast
street_level,False,LIS,38.0,1007.397,-0.0296,0.011429,-1.013,-1.3332868863641352,0.048763,44.0729,-5.1359,7.54,1.91,0.037,evening,clear
underground,False,LIS,9.5,1012.42,-0.1432,0.084963,-4.028,0.30182327505906414,0.647937,183.0951,-16.8878,92.66,46.46,0.97,night,clear
above,False,LIS,32.5,1004.871,0.1539,0.064803,4.463,-4.512205934790472,0.021398,56.7072,-6.3991,,8.64,0.34,morning,clear
street_level,False,OPO,164.7,995.99,-0.0564,0.022673,0.602,2.1842202888931297,0.064707,32.3732,1.3154,3.74,3.66,0.032,afternoon,clear
street_level,False,LIS,27.5,1011.779,-0.0027,0.032651,-0.436,1.801864570169414,0.019454,41.6098,-2.2978,4.88,3.45,0.006,morning,rain
street_level,False,OPO,36.2,1007.395,0.0404,0.016217,-2.778,-1.548922978375117,0.016705,45.9945,7.2909,10.34,3.3,0.015,afternoon,clear
street_level,False,LIS,3.1,1013.421,-0.1656,0.013541,1.146,0.540470857101468,0.034778,63.5094,-0.3563,3.02,1.24,0.054,night,overcast
underground,False,OPO,126.2,1000.651,0.2463,0.119097,-4.249,2.3336550431949945,1.084686,128.2829,11.7378,31.35,81.28,0.902,evening,rain
above,False,OPO,17.3,1010.262,0.2669,0.029602,4.561,-0.9278354668446127,0.042128,62.1307,-3.5035,15.34,18.25,0.358,afternoon,clear
street_level,False,LIS,64.1,1007.197,0.16,0.005592,-3.406,1.559357915841474,0.022478,38.4406,-0.9936,4.11,1.55,0.01,afternoon,overcast
underground,False,OPO,11.5,,-0.1956,0.108353,-3.546,,0.320566,121.4958,9.7082,119.78,79.21,0.946,evening,rain
