label,city,latitude,longitude,gnss_accuracy_mean,gnss_accuracy_delta,gnss_lost_ratio,pressure_hpa,pressure_delta,pressure_variance,altitude_delta,magnetic_field_mean,magnetic_field_delta,magnetic_variance,window_duration_s
street_level,Oeiras,38.69974,-9.27637,6.55338,0.0,0.01559,996.37711,0.27393,0.0,-2.39299,50.5118,-8.12152,0.0,3.0
street_level,Arouca,40.93064,-8.2475,8.25923,0.0,0.0,998.68766,0.19037,0.01786,-0.03811,66.92601,-0.75498,0.0,3.0
street_level,Oeiras,38.70105,-9.23077,12.60704,6.60021,0.0,1005.74752,-0.49496,0.01692,3.96398,20.5437,-5.14364,2.96149,3.0
above,Oeiras,38.71262,-9.23389,44.63947,81.44673,0.01238,1003.85791,2.33547,0.31677,9.80093,13.60333,-14.76948,0.0,55.61456
street_level,Espinho,41.01115,-8.64051,9.16048,0.0,0.00232,994.9043,-0.12052,0.02841,1.96759,53.49431,9.67848,0.0,31.56693
street_level,Arouca,40.93092,-8.24743,9.40004,0.0,0.00598,1007.44445,0.01659,0.01878,-1.72413,54.35863,1.79388,6.67725,3.0
underground,Matosinhos,41.16752,-8.68891,43.05001,40.15553,0.37091,1003.08427,-0.74691,0.29773,-6.57084,29.33211,37.31986,74.78294,93.44287
street_level,Vila nova de Gaia,41.12449,-8.61328,10.89066,5.39309,0.01368,1000.90087,-0.16638,0.0,-3.86904,15.27102,2.19866,0.0,15.03027
underground,Maia,41.20265,-8.5595,47.40449,0.0,0.22358,1005.87336,-0.53626,0.0292,-4.89766,28.40397,35.67794,141.74615,57.55268
street_level,Matosinhos,41.176,-8.68318,9.73157,3.02397,0.0,1000.1653,-0.15039,0.03118,0.57404,48.8696,2.57581,20.82057,3.0
underground,Arouca,40.92949,-8.24804,33.45931,66.17075,0.06133,1006.77034,-0.38173,0.0,-2.00691,44.29647,23.01749,581.42363,3.0
street_level,Vila nova de Gaia,41.1284,-8.61084,5.2949,0.0,0.0,1002.95327,0.58973,0.02823,1.53396,39.49809,-1.41903,4.53975,49.38622
underground,Porto,41.15959,-8.63965,33.56529,74.68208,0.32782,1000.61538,-0.59282,0.32286,-4.50913,24.76171,-21.43966,246.1039,92.79525
street_level,Espinho,41.00922,-8.64132,16.27964,12.43601,0.01901,1004.84107,-0.22446,0.0,-0.30842,29.99163,-7.0695,0.0,3.0
street_level,Espinho,41.00562,-8.64421,14.29634,8.19923,0.0,999.67017,-0.38851,0.0,3.40363,30.90702,0.90688,30.19594,13.86927
underground,Vila nova de Gaia,41.12524,-8.60777,31.25375,105.57803,0.05756,1008.74787,-0.308,0.07518,-5.02048,41.27798,-69.79169,653.96832,3.0
underground,Matosinhos,41.17293,-8.68092,35.49081,114.48699,0.27638,1003.384,-0.60018,0.18132,-4.66393,23.16196,1.25113,214.99318,87.53294
above,Matosinhos,41.17706,-8.681,76.69088,89.56551,0.0,1006.85521,1.01464,0.11015,8.36575,51.44251,11.65868,300.82451,68.6331
street_level,Arouca,40.93053,-8.24906,11.65749,5.29911,0.01315,1000.28445,-0.05005,0.00296,-2.58957,16.47113,1.95569,0.0,8.25721
street_level,Arouca,40.93111,-8.24754,12.63471,3.13219,0.00819,1008.58003,0.20043,0.0,-0.15008,41.42832,-5.45173,3.80248,16.62078
above,Arouca,40.93075,-8.24753,58.32198,83.9273,0.0,1006.35701,0.36896,0.0,1.11756,46.69418,18.44339,222.63829,88.08893
street_level,Porto,41.16028,-8.64155,10.13155,12.44955,0.011,1005.59176,0.55954,0.02631,3.26812,36.18313,0.8455,7.55304,52.20802
above,Arouca,40.93158,-8.24289,63.53649,92.59451,0.00085,1005.68877,0.53472,0.03237,5.33873,57.12516,4.36436,263.00778,11.59233
street_level,Arouca,40.9307,-8.24703,9.17753,0.0,0.0,1003.85672,0.17893,0.02445,-2.55897,32.01633,-7.60882,0.0,7.17621
street_level,Maia,41.20308,-8.55926,18.21483,0.0,0.0,1012.74065,0.12122,0.00432,-1.56862,41.56182,-5.96746,12.42969,36.43862
underground,Maia,41.20332,-8.55925,32.50092,32.0758,0.32989,1005.50935,-0.72092,0.27446,-4.79225,27.2956,22.75127,304.98152,46.85972
street_level,Arouca,40.93035,-8.24354,9.54573,3.56669,0.01185,1007.61417,-0.22625,0.01162,4.04689,27.03182,-2.77715,0.0,3.0
street_level,Arouca,40.92959,-8.24869,14.17452,12.96894,0.0041,1000.42453,-0.07594,0.0,1.907,27.38598,-5.78085,0.30771,3.0
street_level,Vila nova de Gaia,41.12673,-8.60997,14.9297,7.13876,0.0,999.8292,0.21749,0.0052,0.37364,9.44424,9.96533,0.0,3.0
street_level,Porto,41.14291,-8.61738,13.66917,0.0,0.0,997.46246,-0.52246,0.01362,-0.68685,62.18531,7.11332,0.0,3.0
underground,Matosinhos,41.17607,-8.68996,32.25457,56.64568,0.0,1007.84853,-0.52399,0.09495,-3.90546,49.15297,-9.88157,326.16624,57.02734
street_level,Arouca,40.93022,-8.24463,14.48137,4.36176,0.0,1007.94821,0.08768,0.00782,5.87953,31.74717,-8.61356,6.26199,13.0294
underground,Espinho,41.006,-8.64003,38.31787,63.09113,0.0,1003.55856,-0.522,0.22808,-4.41547,33.55818,33.95324,41.84644,93.1742
underground,Matosinhos,41.17712,-8.68126,25.31105,130.75327,0.23982,1003.43795,-0.59536,0.24248,-4.46302,24.89691,20.20381,182.05314,26.36328
street_level,Oeiras,38.72593,-9.24038,6.26735,5.05778,0.01226,1005.2739,0.78922,0.00159,6.40279,31.94642,7.61581,0.0,90.74937
street_level,Oeiras,38.69571,-9.29393,9.41105,1.04405,0.0,998.18728,-0.03053,0.01087,0.85,45.49028,2.31346,0.0,3.0
underground,Maia,41.20227,-8.55946,18.44251,31.72142,0.08768,1006.40876,-0.4918,0.0,-4.24125,58.36925,-19.8201,240.37611,4.0086
street_level,Arouca,40.93108,-8.24738,4.42485,2.48593,0.00479,998.98218,-0.1531,0.00287,-1.40625,25.5625,2.60948,36.75616,3.0
underground,Oeiras,38.67654,-9.32653,27.85561,107.79239,0.13598,1003.19696,-0.57553,0.16053,-4.53319,24.16644,0.14469,136.37201,75.95107
above,Matosinhos,41.1756,-8.68615,69.8881,101.31382,0.00471,1008.55453,0.64213,0.15334,3.20682,39.16603,13.86725,319.81217,81.90036
street_level,Oeiras,38.68636,-9.31744,7.66791,0.0,0.0,1002.36946,0.25009,0.0,0.71857,65.90477,-1.17043,0.0,20.86841
street_level,Matosinhos,41.16962,-8.68721,14.05165,0.0,0.00771,993.84107,-0.05325,0.0,1.92951,21.35116,6.75532,0.0,3.0
above,Porto,41.14732,-8.66685,40.74279,83.73953,0.0,1001.35236,1.31322,0.15711,14.5054,32.58225,1.35646,77.83429,62.90844
street_level,Oeiras,38.69603,-9.29235,5.51069,11.31793,0.0,1003.73045,0.31341,0.00156,7.48538,36.33992,-1.73782,0.0,43.54124
street_level,Oeiras,38.68542,-9.31653,10.80216,0.0,0.01002,994.75996,-0.1421,0.0,-0.82303,48.99085,4.90785,4.06018,15.02712
underground,Vila nova de Gaia,41.13682,-8.6116,23.87204,78.88763,0.43403,1002.51995,-0.53729,0.03888,-6.90285,28.19998,-17.21611,0.0,139.23015
street_level,Vila nova de Gaia,41.12719,-8.61297,17.67736,0.0,0.00937,1008.49013,0.01235,0.02224,2.48258,38.095,-1.99446,0.0,3.0
underground,Espinho,41.00833,-8.63827,36.30806,80.80188,0.35325,1003.36954,-0.57243,0.07254,-5.25032,33.71991,-15.72921,32.25137,147.11975
underground,Maia,41.2036,-8.55916,42.23388,0.0,0.47876,1003.13584,-0.65281,0.18324,-5.95466,25.05855,43.02524,94.69451,121.18752
underground,Oeiras,38.72607,-9.23687,30.99092,63.71174,0.07722,1006.17097,-0.44141,0.0,-3.85061,28.81753,-43.27394,401.90303,15.00184
underground,Porto,41.15866,-8.63333,56.19456,13.78687,0.19516,1002.70944,-0.46138,0.14007,-5.59236,26.20161,-12.15739,87.79666,83.70345
street_level,Maia,41.20217,-8.55746,12.35389,0.0,0.0,1008.9318,-0.12066,0.0,2.101,36.17791,3.14293,0.0,3.0
street_level,Maia,41.20326,-8.55921,16.74417,0.0,0.0,1006.84723,-0.05475,0.0,0.13378,56.55968,-3.64016,6.68497,50.48022
street_level,Espinho,41.0094,-8.64225,9.8428,5.00725,0.0,1002.92402,-0.08322,0.00685,-4.78044,5.0,-0.48953,32.11439,3.0
street_level,Vila nova de Gaia,41.13641,-8.61156,11.30128,6.0869,0.0,999.16247,-0.133,0.00701,-0.51926,50.60011,0.04116,0.0,3.27066
street_level,Espinho,41.0117,-8.64381,9.64762,2.55791,0.01868,1006.50681,1.08771,0.00812,4.37824,31.22332,0.03526,0.0,92.71408
street_level,Porto,41.17244,-8.59843,6.69874,0.36167,0.02776,995.97482,0.36588,0.0,0.41134,46.6933,-4.14635,0.0,34.70867
street_level,Vila nova de Gaia,41.12535,-8.61775,9.88749,0.0,0.0,997.42482,-0.10196,0.01365,-2.55234,39.93393,2.00746,0.0,40.05175
street_level,Oeiras,38.67597,-9.32664,7.62939,0.0,0.0,1001.21505,-0.36972,0.0,0.70847,37.36459,-2.0959,37.63057,20.63536
street_level,Arouca,40.93102,-8.2428,15.76713,1.78555,0.00103,1005.4258,0.18734,0.0,0.06474,53.96439,3.41556,0.0,3.0
street_level,Espinho,41.00961,-8.64208,12.89586,8.84971,0.01261,1001.77844,0.00066,0.0,-0.58749,19.74707,-6.94134,26.32105,3.0
underground,Porto,41.15216,-8.60996,41.41641,51.91811,0.29939,1001.99672,-0.57646,0.10438,-3.85382,25.24963,15.27483,97.55755,80.6097
street_level,Vila nova de Gaia,41.13452,-8.60935,15.4294,5.88114,0.0,1003.55251,0.09292,0.0,2.15782,16.00791,-4.08223,0.0,3.0
above,Porto,41.15747,-8.64323,92.75569,81.70688,0.01128,1004.60423,0.51812,0.01858,2.77101,54.19497,33.18875,238.66593,41.28715
underground,Vila nova de Gaia,41.12432,-8.61889,42.34897,100.40826,0.0,1008.50185,-0.27929,0.06726,-3.99704,40.5294,-3.4184,426.51003,42.4902
street_level,Arouca,40.92972,-8.2468,9.45138,8.35106,0.00194,1000.78125,0.64765,0.00827,5.99311,41.84895,5.11804,16.52249,63.62552
underground,Espinho,41.00667,-8.64291,48.08079,17.54468,0.26901,1003.67194,-0.56575,0.17336,-4.5342,36.5713,-26.52576,147.89228,103.29027
underground,Porto,41.157,-8.60039,23.00986,55.47573,0.17359,1003.87274,-0.52128,0.0,-3.40814,51.34447,-35.40779,397.55301,3.0
underground,Matosinhos,41.16775,-8.68898,22.76133,50.88688,0.52322,1003.21952,-0.5931,0.18624,-4.49902,30.88911,24.98477,33.29499,138.17783
above,Maia,41.20229,-8.55965,31.11691,77.80851,0.0,1002.79892,1.17325,0.21196,13.30352,28.5974,9.12722,152.07031,11.03791
underground,Porto,41.14979,-8.58613,45.34845,44.0563,0.17783,1004.50053,-0.5943,0.19379,-3.52454,35.19235,-11.13605,99.09637,161.07221
street_level,Espinho,41.00475,-8.64389,17.3251,0.31503,0.02935,1012.76201,-0.24128,0.00423,-3.58535,52.53641,-1.96457,24.42268,3.0
street_level,Vila nova de Gaia,41.1205,-8.60609,6.29607,7.43708,0.0,1000.5932,0.18203,0.0,2.05944,54.51582,-1.76809,16.17308,3.0
street_level,Vila nova de Gaia,41.12743,-8.61316,9.15467,3.72112,0.0,1001.73204,0.56831,0.00017,9.34093,33.54296,-5.6975,24.20992,72.24311
underground,Vila nova de Gaia,41.12221,-8.60628,33.4172,132.05766,0.34061,1005.8253,-0.55848,0.18338,-5.62081,23.57219,-17.23968,168.85168,66.68084
street_level,Vila nova de Gaia,41.13332,-8.60992,11.43833,1.76726,0.0,993.16695,-0.59949,0.02667,0.59098,48.93216,0.96822,0.0,3.0
above,Maia,41.20258,-8.55853,54.21617,81.2907,0.0,1006.17644,0.7942,0.00877,8.38181,47.78562,21.5591,256.44652,90.499
underground,Maia,41.2019,-8.55766,20.83645,72.40761,0.02446,1006.93036,-0.48482,0.01201,-4.1378,49.64059,-55.39462,304.96354,51.32684
underground,Vila nova de Gaia,41.13879,-8.61009,35.37929,29.69093,0.32066,1004.08392,-0.43048,0.15281,-5.19759,31.73485,-20.77511,321.41084,110.81009
street_level,Arouca,40.93135,-8.24582,4.31923,12.65297,0.0,995.69945,0.06743,0.0,6.44257,37.27938,1.36357,33.53723,33.06476
street_level,Vila nova de Gaia,41.12612,-8.60761,13.24406,2.36649,0.03048,1006.86694,-0.13544,0.0,1.71055,35.99762,5.4488,14.65946,17.52068
above,Espinho,41.00728,-8.63723,41.56698,72.66422,0.0,1003.93894,0.57324,0.29038,5.67465,44.89091,-10.08192,58.06073,40.65872
underground,Maia,41.20222,-8.55938,47.22562,32.55975,0.22904,1003.00761,-0.50544,0.3212,-4.71247,40.73131,-3.7274,76.54457,86.72757
street_level,Matosinhos,41.17489,-8.68156,4.40648,8.86346,0.01991,1002.40518,0.75923,0.02223,1.15909,38.86986,4.35471,0.0,93.61813
above,Arouca,40.93193,-8.24391,45.90599,78.74152,0.0,1003.05148,1.84918,0.14078,13.37515,34.11701,-13.54625,59.31978,53.30319
street_level,Maia,41.20427,-8.55847,12.20553,2.92552,0.0,999.25543,0.18147,0.0,-2.42883,14.53305,4.56885,26.35472,17.47525
above,Porto,41.1776,-8.65278,23.86871,81.99103,0.00421,1004.40143,0.88784,0.22266,14.84335,13.45725,-8.26554,16.54014,20.0403
above,Matosinhos,41.16728,-8.68835,49.88621,78.61946,0.00553,1003.24323,1.50822,0.28436,11.60809,38.05649,-1.55171,93.79481,40.8005
underground,Vila nova de Gaia,41.12636,-8.61985,33.7001,69.65849,0.2642,1003.87846,-0.76903,0.14087,-5.68891,27.19012,-20.68329,111.22555,109.95845
underground,Maia,41.20259,-8.55947,22.91317,83.21395,0.21006,1006.59901,-0.58554,0.04088,-4.1674,45.51578,-36.94866,121.80532,3.0
street_level,Porto,41.16712,-8.62524,19.21835,1.42524,0.0187,1000.77205,0.06068,0.0,1.35615,53.00154,-4.10614,0.0,3.0
underground,Matosinhos,41.17525,-8.68666,37.04999,83.10621,0.26507,1003.96296,-0.74627,0.20285,-5.33026,45.51951,-8.6477,33.08932,145.52262
underground,Porto,41.1524,-8.62676,45.16644,21.18871,0.18322,1001.57498,-0.48975,0.17168,-6.40842,20.48702,31.20378,148.13151,121.10866
underground,Porto,41.17395,-8.59915,22.48842,101.16607,0.33062,1004.45157,-0.523,0.17847,-5.0104,36.47496,18.78696,84.92042,101.88913
street_level,Oeiras,38.69969,-9.22756,14.18799,2.12693,0.0,1002.69585,0.17478,0.00897,-5.24914,42.41298,2.7192,0.0,3.32896
street_level,Oeiras,38.68312,-9.32253,14.9285,0.0,0.0,1005.05555,-0.47659,0.01468,-2.11033,27.31579,7.39192,10.81168,3.0
street_level,Arouca,40.93087,-8.24732,11.55484,10.74348,0.0,994.59526,-0.11894,0.00015,-2.31284,71.28581,6.74568,8.03565,4.75231
street_level,Porto,41.16407,-8.63508,17.48747,0.0,0.01035,1005.62635,-0.37439,0.02512,-2.57581,41.07008,-3.67798,7.63524,3.0
street_level,Matosinhos,41.17337,-8.68812,7.42274,11.4872,0.0,1003.60749,0.91805,0.0,2.34425,27.87901,-4.37466,0.0,48.81978
underground,Espinho,41.00376,-8.63802,44.95208,48.3797,0.3976,1004.51832,-0.66169,0.19105,-6.16775,36.3697,-30.32721,91.15497,135.31721
underground,Matosinhos,41.17159,-8.67918,28.41937,116.47525,0.15218,1003.81196,-0.56425,0.26509,-4.37458,37.93394,25.70943,162.83796,57.24779
street_level,Vila nova de Gaia,41.13142,-8.61796,7.9818,11.52053,0.00332,1003.50263,0.38239,0.01297,5.04525,31.79682,0.23005,0.0,49.90063
street_level,Matosinhos,41.17324,-8.68769,20.65675,7.11517,0.02557,1018.00145,0.17685,0.0022,1.97934,31.70083,-2.32083,0.0,14.07405
underground,Espinho,41.01059,-8.6423,38.73675,1.92238,0.0,1000.96132,-0.77841,0.1027,-5.25305,39.17265,8.05872,181.40874,179.25399
underground,Vila nova de Gaia,41.13043,-8.61478,24.66922,136.30367,0.13159,1002.63253,-0.59779,0.17399,-4.29484,32.89895,-11.5861,93.94158,90.54527
street_level,Arouca,40.93083,-8.24712,17.00048,8.61686,0.00509,1005.35676,-0.2175,0.02107,1.69416,38.23391,-4.61002,9.06184,22.59682
above,Vila nova de Gaia,41.12101,-8.60626,42.79586,87.09986,0.00373,1004.12889,0.92184,0.20947,11.98996,29.31471,-18.67981,59.31111,29.72685
street_level,Oeiras,38.70188,-9.23176,17.16142,0.0,0.01151,1009.24685,-0.13461,0.01692,1.45482,37.31784,-2.89802,3.36275,3.0
above,Arouca,40.92912,-8.24793,31.67141,93.55721,0.01085,1004.08842,1.38222,0.18079,10.55918,43.5231,-14.85298,198.34507,45.34549
underground,Maia,41.20251,-8.55863,26.09415,56.49884,0.0,1005.8461,-0.60853,0.0,-3.18166,31.05896,-81.58087,135.68838,52.74339
street_level,Vila nova de Gaia,41.12442,-8.61529,9.75163,0.0,0.03682,1002.85482,0.0887,0.00831,-2.71458,36.71428,-0.22762,23.14605,14.02216
above,Arouca,40.93184,-8.24325,24.8715,81.08097,0.02355,1003.37811,1.31254,0.25481,10.13675,14.57923,-1.52673,129.12454,45.13926
above,Matosinhos,41.17534,-8.68142,57.72732,88.62403,0.0,1005.19532,-0.17147,0.0,2.47458,40.12034,-18.28183,226.34739,96.07253
above,Matosinhos,41.1755,-8.68324,28.66786,78.60771,0.0,1004.88627,1.40137,0.18954,9.21134,32.71943,-11.23699,46.08539,3.78471
underground,Espinho,41.00415,-8.63829,24.07943,91.26558,0.3259,1003.121,-0.49394,0.13889,-4.57712,31.03782,-0.45865,0.0,60.52297
above,Espinho,41.00924,-8.64237,46.50247,82.15414,0.04632,1005.18028,1.12751,0.33798,14.67218,16.92019,-28.9796,124.1677,28.78561
street_level,Porto,41.17419,-8.60035,18.18849,0.24103,0.0,998.53081,0.18743,0.0092,-3.33282,48.22913,-2.52943,22.01049,18.30437
above,Porto,41.14865,-8.62074,66.69701,96.64545,0.0,1006.93998,1.06506,0.0,-0.28227,47.0767,9.49667,224.43534,135.61641
street_level,Arouca,40.93173,-8.24276,15.66236,2.22873,0.0,1005.37936,-0.1957,0.0,-1.77061,10.80188,2.67853,0.0,21.65897
street_level,Arouca,40.93038,-8.24868,13.57485,0.91449,0.0,1006.16123,0.12349,0.03617,0.88691,50.36876,-9.45116,20.12741,10.15903
underground,Arouca,40.93099,-8.24747,15.42224,61.30854,0.0,1005.54981,-0.47317,0.0,-2.70541,34.6927,-80.77722,284.47753,23.07179
underground,Oeiras,38.71144,-9.3114,30.1063,91.23556,0.4805,1006.42789,-0.65143,0.19668,-4.96903,16.14711,28.98706,238.4004,136.68283
street_level,Vila nova de Gaia,41.12974,-8.61653,14.53762,0.0,0.00633,1012.05719,0.37875,0.00052,-1.97082,52.66401,-5.9441,31.83628,35.64629
street_level,Vila nova de Gaia,41.12646,-8.6078,6.96987,7.08877,0.0,1000.01694,-0.02778,0.00087,0.44935,55.35234,2.3241,0.0,44.77178
street_level,Maia,41.20325,-8.55917,15.91417,0.0,0.0,1006.2611,-0.20222,0.0,1.81633,48.37014,0.18121,7.43409,3.0
underground,Oeiras,38.71545,-9.22649,31.6285,123.47688,0.37764,1003.08436,-0.50919,0.11481,-5.70749,25.66898,-1.72732,64.94519,70.10891
street_level,Oeiras,38.7257,-9.23639,15.17482,0.0,0.0,1015.08095,-0.07204,0.0,1.66319,45.77466,1.66768,34.13994,12.895
above,Porto,41.14829,-8.63704,62.58576,85.997,0.0197,1007.3083,1.3075,0.08504,6.26083,49.08378,3.53918,294.12891,90.42364
street_level,Espinho,41.00738,-8.63807,1.0,11.60668,0.00564,1005.6724,0.31289,0.0,6.60713,49.56633,1.47319,14.31259,51.5543
street_level,Porto,41.15651,-8.64815,8.83855,8.30421,0.0,1008.60533,0.73698,0.00328,5.63174,44.6474,-1.30782,0.0,56.66172
street_level,Vila nova de Gaia,41.12544,-8.6077,14.29634,0.0,0.0,1006.08203,0.22168,0.0,0.68052,16.52908,-4.22284,15.79902,3.0
street_level,Oeiras,38.70169,-9.22805,3.70744,9.35274,0.02108,997.8546,1.14064,0.0,1.62993,37.52592,3.34046,0.0,69.10446
underground,Oeiras,38.69841,-9.23161,33.81844,96.90099,0.0106,1006.27162,-0.39106,0.00475,-5.26251,46.6203,-20.59526,453.23118,3.0
street_level,Arouca,40.92945,-8.24808,5.44538,6.40046,0.01961,1009.66634,0.61845,0.0,4.6619,49.587,4.84576,4.05963,49.92764
street_level,Vila nova de Gaia,41.12159,-8.6062,11.93299,8.79207,0.0,993.54873,-0.00627,0.01244,-0.21892,30.07293,5.70615,0.0,11.41227
above,Espinho,41.00946,-8.64388,26.02053,85.30829,0.00062,1003.57124,0.89065,0.29982,9.88388,36.69197,-14.55574,132.92895,9.47006
street_level,Arouca,40.92914,-8.24651,8.03092,3.36751,0.01633,1002.27531,-0.02782,0.0,-1.39698,57.2818,-5.11657,0.3919,69.97272
street_level,Vila nova de Gaia,41.12974,-8.60949,18.81909,0.90594,0.0,1002.66933,0.22108,0.00682,0.6324,28.96052,-4.47283,1.83876,3.0
above,Matosinhos,41.16725,-8.68826,71.98402,79.34172,0.0,1004.4966,0.78159,0.09022,4.72277,52.04306,-10.9351,221.90177,97.84414
above,Oeiras,38.70376,-9.22797,53.89702,79.94162,0.00489,1006.39027,0.6712,0.01561,5.48331,52.95744,17.23241,272.6944,110.2421
above,Espinho,41.01202,-8.63721,38.41968,81.2391,0.02203,1004.44984,1.75345,0.24151,13.04677,34.6975,5.78034,0.0,37.99151
street_level,Maia,41.20209,-8.55758,12.64923,0.0,0.0189,999.15211,0.08503,0.02596,-0.70506,54.97278,-2.86093,14.91868,3.0
street_level,Oeiras,38.70575,-9.22831,10.12103,0.0,0.0,995.36926,0.18552,0.0,-0.3508,81.62334,1.30478,12.46509,3.0
street_level,Porto,41.14603,-8.58504,7.86852,4.79853,0.0,1003.1539,0.61924,0.00151,7.04658,38.41496,2.95284,0.63537,67.27256
street_level,Porto,41.15383,-8.62555,6.82551,3.35725,0.0,998.57312,-0.11776,0.0,0.18201,52.95417,3.78588,0.10213,3.0
street_level,Matosinhos,41.16816,-8.68813,13.67688,0.0,0.0,999.4041,0.27806,0.02743,2.86777,48.1891,-2.95608,7.46658,6.97272
underground,Arouca,40.93007,-8.24536,35.5117,42.89979,0.42905,1003.24942,-0.50308,0.1453,-3.40422,20.55178,4.22998,237.25115,120.61859
street_level,Porto,41.17321,-8.59802,12.08965,0.0,0.00899,1008.89648,-0.03291,0.0,0.54259,40.73269,-4.16487,0.0,3.65491
above,Arouca,40.92996,-8.24634,53.50474,96.07434,0.00045,1004.90615,1.30171,0.0,3.71012,41.44288,19.68344,216.2352,76.73976
underground,Oeiras,38.70813,-9.29766,45.35384,38.48708,0.04927,1004.15973,-0.39091,0.18657,-5.575,29.6185,-1.06097,78.14648,154.3427
street_level,Espinho,41.00843,-8.63811,9.46071,8.96552,0.01085,1003.00205,0.71717,0.00271,2.20554,40.97598,1.09362,0.0,52.3136
above,Arouca,40.92963,-8.24884,45.51865,88.57889,0.00016,1005.50386,0.53584,0.1348,2.06198,57.08693,10.69184,185.28518,89.56987
street_level,Oeiras,38.6992,-9.23856,6.54523,0.3386,0.0,1005.96722,0.25589,0.00918,7.87576,50.95732,1.83217,0.0,76.76574
street_level,Espinho,41.0109,-8.63621,9.77966,0.0,0.022,1006.54629,-0.55653,0.0,2.54364,34.06645,-1.06429,20.62505,3.0
underground,Vila nova de Gaia,41.12823,-8.61807,48.56241,46.50763,0.30408,1003.7018,-0.54148,0.14271,-3.92577,36.39651,6.12182,279.28627,98.94533
street_level,Porto,41.15105,-8.6774,15.4387,4.70013,0.0,1008.90119,-0.15004,0.00362,0.05277,35.89546,-6.18231,33.06318,18.3699
street_level,Arouca,40.93204,-8.24571,10.46253,0.0,0.01481,1003.04553,0.04879,0.0,-0.30063,31.93465,-8.71754,10.71542,29.22051
street_level,Arouca,40.92984,-8.24742,8.36566,12.49507,0.01585,1004.83519,0.75292,0.0,7.76992,27.25797,0.16581,21.5507,51.0181
street_level,Maia,41.20204,-8.55777,7.13815,19.64128,0.0,1006.96657,0.59823,0.00754,7.99254,33.02042,2.63969,5.2561,47.37833
underground,Matosinhos,41.17726,-8.68141,32.90484,75.48628,0.0,1006.49585,-0.5337,0.0,-3.97441,48.20061,-55.79922,191.31468,94.78084
street_level,Vila nova de Gaia,41.11428,-8.61267,11.97349,2.47254,0.0,1006.66742,0.36492,0.0,3.59594,39.87079,-3.13648,0.0,53.33271
street_level,Oeiras,38.69486,-9.31098,6.98291,11.01973,0.0,998.66414,0.22103,0.0,2.35985,32.65855,5.88937,0.0,55.55661
underground,Vila nova de Gaia,41.12085,-8.60639,29.15915,119.48025,0.24844,1004.71585,-0.62464,0.19213,-4.29672,22.95563,41.46801,102.59363,187.19612
underground,Maia,41.20341,-8.55899,61.70308,11.55217,0.0924,1002.45551,-0.49394,0.325,-3.71141,28.27752,-35.98846,106.51167,93.3801
underground,Vila nova de Gaia,41.13236,-8.60694,37.393,103.22389,0.0,1006.47163,-0.6131,0.0,-3.26025,36.94553,-90.70394,202.39798,33.34183
underground,Arouca,40.9292,-8.24856,46.62162,55.76354,0.0,1003.40234,-0.6311,0.17867,-4.66563,40.46994,-26.18476,72.31691,82.19595
street_level,Porto,41.14585,-8.62028,13.33863,7.86398,0.00822,1001.87911,-0.06771,0.01881,0.07824,42.48094,-2.40883,0.0,33.82811
underground,Arouca,40.93085,-8.2473,40.55302,28.06695,0.39171,1001.45614,-0.7964,0.12877,-4.47651,32.26521,-16.03617,160.98816,105.59087
street_level,Maia,41.20219,-8.55943,10.59571,1.45364,0.02691,997.4419,0.14057,0.00757,-1.27828,27.01851,4.85934,0.0,3.0
street_level,Matosinhos,41.17491,-8.68271,12.20386,0.0,0.0,999.59872,0.24983,0.02484,0.13918,19.56947,11.71977,0.0,3.0
street_level,Oeiras,38.70318,-9.22944,9.58892,14.32267,0.0,1002.01079,0.44307,0.00407,4.88593,31.2391,-0.31288,0.0,57.89966
street_level,Maia,41.20324,-8.55938,11.62095,6.58841,0.01613,1002.51539,-0.02136,0.011,2.18082,27.5954,-1.51594,0.0,20.87724
street_level,Matosinhos,41.17367,-8.68841,13.47481,4.52082,0.0,1006.69792,0.08095,0.0,0.15813,46.87771,-7.20907,18.46367,9.18629
street_level,Vila nova de Gaia,41.13509,-8.61514,11.13217,14.55049,0.0,1003.39845,-0.01343,0.0,1.73825,28.39373,-1.82242,0.0,64.25784
street_level,Matosinhos,41.17243,-8.67995,13.13986,0.10411,0.0,1004.73586,-0.1278,0.0,-0.74795,29.60256,-1.67899,15.93273,3.0
above,Maia,41.20242,-8.55862,48.72033,68.72993,0.0,1005.92385,1.44977,0.17674,13.13303,10.07437,-5.59451,80.82039,35.39376
underground,Maia,41.20325,-8.55908,50.10091,35.71397,0.10636,1002.68619,-0.42166,0.09309,-6.23804,27.17594,16.40462,312.65611,123.13182
street_level,Arouca,40.92914,-8.24809,14.69772,0.0,0.0,1012.83885,-0.11088,0.0,0.57231,43.80509,-0.71214,2.12142,8.62954
street_level,Arouca,40.93067,-8.24799,12.21557,0.0,0.0,1007.47663,0.16155,0.0,1.17189,13.59198,-3.8286,21.3748,3.0
street_level,Arouca,40.93141,-8.24465,15.15144,0.0,0.01415,1010.23739,0.64191,0.00598,-3.59411,41.6457,-2.60199,0.0,9.90472
street_level,Porto,41.14987,-8.59891,12.65273,5.12309,0.0,1005.04039,0.25402,0.00138,3.50734,63.0502,-2.00498,33.18469,36.00419
